file	faded	balanced	dyn	sat_med	cast_mag	ch_spread
Image_20260301_0129.jpg	0.275598	0.721450	0.839122	0.145695	5.495901	0.042459
Image_20260301_0130.jpg	0.219650	0.779490	0.844866	0.222222	5.254322	0.070633
Image_20260301_0131.jpg	0.347240	0.749998	0.862199	0.302083	10.604761	0.117790
Image_20260301_0132.jpg	0.250004	0.749997	0.886275	0.000000	0.000009	0.000000
Image_20260301_0133.jpg	0.250000	0.750000	0.752941	0.000000	0.000008	0.000000
Image_20260301_0134.jpg	0.257990	0.744673	0.615686	0.000000	0.000009	0.000000
Image_20260301_0135.jpg	0.250000	0.750000	0.756863	0.000000	0.000009	0.000000
Image_20260301_0136.jpg	0.390943	0.664845	0.793665	0.132743	9.312536	0.073430
Image_20260301_0137.jpg	0.259629	0.741698	0.833858	0.009390	0.458929	0.004355
Image_20260301_0138.jpg	0.293986	0.709464	0.792676	0.097561	3.656152	0.050758
Image_20260301_0139.jpg	0.350000	0.750000	0.872528	0.266667	9.176901	0.124236
Image_20260301_0140.jpg	0.387801	0.671211	0.892713	0.161290	8.947801	0.096456
Image_20260301_0141.jpg	0.278423	0.721518	0.874710	0.106667	3.977041	0.040165
Image_20260301_0142.jpg	0.250000	0.750000	0.737255	0.000000	0.000010	0.000000
Image_20260301_0143.jpg	0.250043	0.749972	0.839216	0.000000	0.000008	0.000000
Image_20260301_0144.jpg	0.250000	0.750000	0.690196	0.000000	0.000011	0.000000
Image_20260301_0145.jpg	0.375641	0.572727	0.333333	0.000000	0.000011	0.000000
Image_20260301_0146.jpg	0.240143	0.757356	0.841632	0.102041	2.811585	0.028647
Image_20260301_0147.jpg	0.350181	0.739343	0.841973	0.229885	11.617418	0.135447
Image_20260301_0148.jpg	0.350000	0.750000	0.674162	0.262712	15.381415	0.172400
Image_20260301_0149.jpg	0.344534	0.749991	0.756027	0.243243	8.738337	0.115617
Image_20260301_0150.jpg	0.350000	0.750000	0.597240	0.349693	11.562814	0.214577
Image_20260301_0151.jpg	0.199090	0.795488	0.844129	0.093168	1.518432	0.013601
Image_20260301_0152.jpg	0.350000	0.742504	0.792002	0.232804	16.194139	0.201994
Image_20260301_0153.jpg	0.350000	0.750000	0.758254	0.419048	37.655696	0.421393
